scn,tier,seed,detected,correct,subset_correct,latency,false_alarms,alarm_class_set,first_priority,hamming_loss
S0,T2,2,0,0,0,,0,,,0.0
S0,T2,3,0,0,0,,0,,,0.0
S0,T2,4,0,0,0,,0,,,0.0
S0,T2,5,0,0,0,,0,,,0.0
S0,T2,6,0,0,0,,0,,,0.0
S0,T2,7,0,0,0,,0,,,0.0
S0,T2,8,0,0,0,,0,,,0.0
S0,T2,9,0,0,0,,0,,,0.0
S0,T2,10,0,0,0,,0,,,0.0
S0,T2,11,0,0,0,,0,,,0.0
S0,T2,12,0,0,0,,0,,,0.0
S0,T2,13,0,0,0,,0,,,0.0
S0,T2,14,0,0,0,,0,,,0.0
S0,T2,15,0,0,0,,0,,,0.0
S0,T2,16,0,0,0,,0,,,0.0
S0,T2,17,0,0,0,,0,,,0.0
S0,T2,18,0,0,0,,0,,,0.0
S0,T2,19,0,0,0,,0,,,0.0
S0,T3,0,0,0,0,,0,,,0.0
S0,T3,1,0,0,0,,0,,,0.0
S0,T3,2,0,0,0,,0,,,0.0
S0,T3,3,0,0,0,,0,,,0.0
S0,T3,4,0,0,0,,0,,,0.0
S0,T3,5,0,0,0,,0,,,0.0
S0,T3,6,0,0,0,,0,,,0.0
S0,T3,7,0,0,0,,0,,,0.0
S0,T3,8,0,0,0,,0,,,0.0
S0,T3,9,0,0,0,,0,,,0.0
S0,T3,10,0,0,0,,0,,,0.0
S0,T3,11,0,0,0,,0,,,0.0
S0,T3,12,0,0,0,,0,,,0.0
S0,T3,13,0,0,0,,0,,,0.0
S0,T3,14,0,0,0,,0,,,0.0
S0,T3,15,0,0,0,,0,,,0.0
S0,T3,16,0,0,0,,0,,,0.0
S0,T3,17,0,0,0,,0,,,0.0
S0,T3,18,0,0,0,,0,,,0.0
S0,T3,19,0,0,0,,0,,,0.0
S0,T4,0,0,0,0,,0,,,0.0
S0,T4,1,0,0,0,,0,,,0.0
S0,T4,2,0,0,0,,0,,,0.0
S0,T4,3,0,0,0,,0,,,0.0
S0,T4,4,0,0,0,,0,,,0.0
S0,T4,5,0,0,0,,0,,,0.0
S0,T4,6,0,0,0,,0,,,0.0
S0,T4,7,0,0,0,,0,,,0.0
S0,T4,8,0,0,0,,0,,,0.0
S0,T4,9,0,0,0,,0,,,0.0
S0,T4,10,0,0,0,,0,,,0.0
S0,T4,11,0,0,0,,0,,,0.0
S0,T4,12,0,0,0,,0,,,0.0
S0,T4,13,0,0,0,,0,,,0.0
S0,T4,14,0,0,0,,0,,,0.0
S0,T4,15,0,0,0,,0,,,0.0
S0,T4,16,0,0,0,,0,,,0.0
S0,T4,17,0,0,0,,0,,,0.0
S0,T4,18,0,0,0,,0,,,0.0
S0,T4,19,0,0,0,,0,,,0.0
S1,T0,0,1,1,1,125,363,configuration,configuration,0.0
S1,T0,1,1,1,1,61,325,configuration,configuration,0.0
S1,T0,2,1,1,1,0,230,configuration,configuration,0.0
S1,T0,3,1,1,1,45,308,configuration,configuration,0.0
S1,T0,4,1,1,1,1,227,configuration,configuration,0.0
S1,T0,5,1,1,1,17,264,configuration,configuration,0.0
S1,T0,6,1,1,1,21,342,configuration,configuration,0.0
S1,T0,7,1,1,1,0,266,configuration,configuration,0.0
S1,T0,8,1,1,1,121,308,configuration,configuration,0.0
S1,T0,9,1,1,1,0,323,configuration,configuration,0.0
S1,T0,10,1,1,1,18,304,configuration,configuration,0.0
S1,T0,11,1,1,1,0,277,configuration,configuration,0.0
S1,T0,12,1,1,1,0,204,configuration,configuration,0.0
S1,T0,13,1,1,1,0,297,configuration,configuration,0.0
S1,T0,14,1,1,1,4,203,configuration,configuration,0.0
S1,T0,15,1,1,1,12,288,configuration,configuration,0.0
S1,T0,16,1,1,1,6,282,configuration,configuration,0.0
S1,T0,17,1,1,1,0,338,configuration,configuration,0.0
S1,T0,18,1,1,1,0,294,configuration,configuration,0.0
S1,T0,19,1,1,1,21,264,configuration,configuration,0.0
S1,T0n,0,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,1,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,2,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,3,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,4,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,5,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,6,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,7,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,8,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,9,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,10,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,11,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,12,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,13,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,14,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,15,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,16,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,17,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,18,1,1,1,0,0,configuration,configuration,0.0
S1,T0n,19,1,1,1,0,0,configuration,configuration,0.0
S1,T1,0,1,1,1,0,0,configuration,configuration,0.0
S1,T1,1,1,1,1,0,0,configuration,configuration,0.0
S1,T1,2,1,1,1,0,0,configuration,configuration,0.0
S1,T1,3,1,1,1,0,0,configuration,configuration,0.0
S1,T1,4,1,1,1,0,0,configuration,configuration,0.0
S1,T1,5,1,1,1,0,0,configuration,configuration,0.0
S1,T1,6,1,1,1,0,0,configuration,configuration,0.0
S1,T1,7,1,1,1,0,0,configuration,configuration,0.0
S1,T1,8,1,1,1,0,0,configuration,configuration,0.0
S1,T1,9,1,1,1,0,0,configuration,configuration,0.0
S1,T1,10,1,1,1,0,0,configuration,configuration,0.0
S1,T1,11,1,1,1,0,0,configuration,configuration,0.0
S1,T1,12,1,1,1,0,0,configuration,configuration,0.0
S1,T1,13,1,1,1,0,0,configuration,configuration,0.0
S1,T1,14,1,1,1,0,0,configuration,configuration,0.0
S1,T1,15,1,1,1,0,0,configuration,configuration,0.0
S1,T1,16,1,1,1,0,0,configuration,configuration,0.0
S1,T1,17,1,1,1,0,0,configuration,configuration,0.0
S1,T1,18,1,1,1,0,0,configuration,configuration,0.0
S1,T1,19,1,1,1,0,0,configuration,configuration,0.0
S1,T2,0,1,1,1,0,0,configuration,configuration,0.0
S1,T2,1,1,1,1,0,0,configuration,configuration,0.0
S1,T2,2,1,1,1,0,0,configuration,configuration,0.0
S1,T2,3,1,1,1,0,0,configuration,configuration,0.0
S1,T2,4,1,1,1,0,0,configuration,configuration,0.0
S1,T2,5,1,1,1,0,0,configuration,configuration,0.0
S1,T2,6,1,1,1,0,0,configuration,configuration,0.0
S1,T2,7,1,1,1,0,0,configuration,configuration,0.0
S1,T2,8,1,1,1,0,0,configuration,configuration,0.0
S1,T2,9,1,1,1,0,0,configuration,configuration,0.0
S1,T2,10,1,1,1,0,0,configuration,configuration,0.0
S1,T2,11,1,1,1,0,0,configuration,configuration,0.0
S1,T2,12,1,1,1,0,0,configuration,configuration,0.0
S1,T2,13,1,1,1,0,0,configuration,configuration,0.0
S1,T2,14,1,1,1,0,0,configuration,configuration,0.0
S1,T2,15,1,1,1,0,0,configuration,configuration,0.0
S1,T2,16,1,1,1,0,0,configuration,configuration,0.0
S1,T2,17,1,1,1,0,0,configuration,configuration,0.0
S1,T2,18,1,1,1,0,0,configuration,configuration,0.0
S1,T2,19,1,1,1,0,0,configuration,configuration,0.0
S1,T3,0,1,1,1,0,0,configuration,configuration,0.0
S1,T3,1,1,1,1,0,0,configuration,configuration,0.0
S1,T3,2,1,1,1,0,0,configuration,configuration,0.0
S1,T3,3,1,1,1,0,0,configuration,configuration,0.0
S1,T3,4,1,1,1,0,0,configuration,configuration,0.0
S1,T3,5,1,1,1,0,0,configuration,configuration,0.0
S1,T3,6,1,1,1,0,0,configuration,configuration,0.0
S1,T3,7,1,1,1,0,0,configuration,configuration,0.0
S1,T3,8,1,1,1,0,0,configuration,configuration,0.0
S1,T3,9,1,1,1,0,0,configuration,configuration,0.0
S1,T3,10,1,1,1,0,0,configuration,configuration,0.0
S1,T3,11,1,1,1,0,0,configuration,configuration,0.0
S1,T3,12,1,1,1,0,0,configuration,configuration,0.0
S1,T3,13,1,1,1,0,0,configuration,configuration,0.0
S1,T3,14,1,1,1,0,0,configuration,configuration,0.0
S1,T3,15,1,1,1,0,0,configuration,configuration,0.0
S1,T3,16,1,1,1,0,0,configuration,configuration,0.0
S1,T3,17,1,1,1,0,0,configuration,configuration,0.0
S1,T3,18,1,1,1,0,0,configuration,configuration,0.0
S1,T3,19,1,1,1,0,0,configuration,configuration,0.0
S1,T4,0,1,1,1,0,0,configuration,configuration,0.0
S1,T4,1,1,1,1,0,0,configuration,configuration,0.0
S1,T4,2,1,1,1,0,0,configuration,configuration,0.0
S1,T4,3,1,1,1,0,0,configuration,configuration,0.0
S1,T4,4,1,1,1,0,0,configuration,configuration,0.0
S1,T4,5,1,1,1,0,0,configuration,configuration,0.0
S1,T4,6,1,1,1,0,0,configuration,configuration,0.0
S1,T4,7,1,1,1,0,0,configuration,configuration,0.0
S1,T4,8,1,1,1,0,0,configuration,configuration,0.0
S1,T4,9,1,1,1,0,0,configuration,configuration,0.0
S1,T4,10,1,1,1,0,0,configuration,configuration,0.0
S1,T4,11,1,1,1,0,0,configuration,configuration,0.0
S1,T4,12,1,1,1,0,0,configuration,configuration,0.0
S1,T4,13,1,1,1,0,0,configuration,configuration,0.0
S1,T4,14,1,1,1,0,0,configuration,configuration,0.0
S1,T4,15,1,1,1,0,0,configuration,configuration,0.0
S1,T4,16,1,1,1,0,0,configuration,configuration,0.0
S1,T4,17,1,1,1,0,0,configuration,configuration,0.0
S1,T4,18,1,1,1,0,0,configuration,configuration,0.0
S1,T4,19,1,1,1,0,0,configuration,configuration,0.0
S2,T0,0,0,0,0,,363,,,0.16666666666666666
S2,T0,1,0,0,0,,325,,,0.16666666666666666
S2,T0,2,0,0,0,,230,,,0.16666666666666666
S2,T0,3,0,0,0,,308,,,0.16666666666666666
S2,T0,4,0,0,0,,227,,,0.16666666666666666
S2,T0,5,0,0,0,,264,,,0.16666666666666666
S2,T0,6,0,0,0,,342,,,0.16666666666666666
S2,T0,7,0,0,0,,266,,,0.16666666666666666
S2,T0,8,0,0,0,,308,,,0.16666666666666666
S2,T0,9,0,0,0,,323,,,0.16666666666666666
S2,T0,10,0,0,0,,304,,,0.16666666666666666
S2,T0,11,0,0,0,,277,,,0.16666666666666666
S2,T0,12,0,0,0,,204,,,0.16666666666666666
S2,T0,13,0,0,0,,297,,,0.16666666666666666
S2,T0,14,0,0,0,,203,,,0.16666666666666666
S2,T0,15,0,0,0,,288,,,0.16666666666666666
S2,T0,16,0,0,0,,282,,,0.16666666666666666
S2,T0,17,0,0,0,,338,,,0.16666666666666666
S2,T0,18,0,0,0,,294,,,0.16666666666666666
S2,T0,19,0,0,0,,264,,,0.16666666666666666
S2,T0n,0,0,0,0,,0,,,0.16666666666666666
S2,T0n,1,0,0,0,,0,,,0.16666666666666666
S2,T0n,2,0,0,0,,0,,,0.16666666666666666
S2,T0n,3,0,0,0,,0,,,0.16666666666666666
S2,T0n,4,0,0,0,,0,,,0.16666666666666666
S2,T0n,5,0,0,0,,0,,,0.16666666666666666
S2,T0n,6,0,0,0,,0,,,0.16666666666666666
S2,T0n,7,0,0,0,,0,,,0.16666666666666666
S2,T0n,8,0,0,0,,0,,,0.16666666666666666
S2,T0n,9,0,0,0,,0,,,0.16666666666666666
S2,T0n,10,0,0,0,,0,,,0.16666666666666666
S2,T0n,11,0,0,0,,0,,,0.16666666666666666
S2,T0n,12,0,0,0,,0,,,0.16666666666666666
S2,T0n,13,0,0,0,,0,,,0.16666666666666666
S2,T0n,14,0,0,0,,0,,,0.16666666666666666
S2,T0n,15,0,0,0,,0,,,0.16666666666666666
S2,T0n,16,0,0,0,,0,,,0.16666666666666666
S2,T0n,17,0,0,0,,0,,,0.16666666666666666
S2,T0n,18,0,0,0,,0,,,0.16666666666666666
S2,T0n,19,0,0,0,,0,,,0.16666666666666666
S2,T1,0,0,0,0,,0,,,0.16666666666666666
S2,T1,1,0,0,0,,0,,,0.16666666666666666
S2,T1,2,0,0,0,,0,,,0.16666666666666666
S2,T1,3,0,0,0,,0,,,0.16666666666666666
S2,T1,4,0,0,0,,0,,,0.16666666666666666
S2,T1,5,0,0,0,,0,,,0.16666666666666666
S2,T1,6,0,0,0,,0,,,0.16666666666666666
S2,T1,7,0,0,0,,0,,,0.16666666666666666
S2,T1,8,0,0,0,,0,,,0.16666666666666666
S2,T1,9,0,0,0,,0,,,0.16666666666666666
S2,T1,10,0,0,0,,0,,,0.16666666666666666
S2,T1,11,0,0,0,,0,,,0.16666666666666666
S2,T1,12,0,0,0,,0,,,0.16666666666666666
S2,T1,13,0,0,0,,0,,,0.16666666666666666
S2,T1,14,0,0,0,,0,,,0.16666666666666666
S2,T1,15,0,0,0,,0,,,0.16666666666666666
S2,T1,16,0,0,0,,0,,,0.16666666666666666
S2,T1,17,0,0,0,,0,,,0.16666666666666666
S2,T1,18,0,0,0,,0,,,0.16666666666666666
S2,T1,19,0,0,0,,0,,,0.16666666666666666
S2,T2,0,1,1,1,0,0,authorization,authorization,0.0
S2,T2,1,1,1,1,0,0,authorization,authorization,0.0
S2,T2,2,1,1,1,0,0,authorization,authorization,0.0
S2,T2,3,1,1,1,0,0,authorization,authorization,0.0
S2,T2,4,1,1,1,0,0,authorization,authorization,0.0
S2,T2,5,1,1,1,0,0,authorization,authorization,0.0
S2,T2,6,1,1,1,0,0,authorization,authorization,0.0
S2,T2,7,1,1,1,0,0,authorization,authorization,0.0
S2,T2,8,1,1,1,0,0,authorization,authorization,0.0
S2,T2,9,1,1,1,0,0,authorization,authorization,0.0
S2,T2,10,1,1,1,0,0,authorization,authorization,0.0
S2,T2,11,1,1,1,0,0,authorization,authorization,0.0
S2,T2,12,1,1,1,0,0,authorization,authorization,0.0
S2,T2,13,1,1,1,0,0,authorization,authorization,0.0
S2,T2,14,1,1,1,0,0,authorization,authorization,0.0
S2,T2,15,1,1,1,0,0,authorization,authorization,0.0
S2,T2,16,1,1,1,0,0,authorization,authorization,0.0
S2,T2,17,1,1,1,0,0,authorization,authorization,0.0
S2,T2,18,1,1,1,0,0,authorization,authorization,0.0
S2,T2,19,1,1,1,0,0,authorization,authorization,0.0
S2,T3,0,1,1,1,0,0,authorization,authorization,0.0
S2,T3,1,1,1,1,0,0,authorization,authorization,0.0
S2,T3,2,1,1,1,0,0,authorization,authorization,0.0
S2,T3,3,1,1,1,0,0,authorization,authorization,0.0
S2,T3,4,1,1,1,0,0,authorization,authorization,0.0
S2,T3,5,1,1,1,0,0,authorization,authorization,0.0
S2,T3,6,1,1,1,0,0,authorization,authorization,0.0
S2,T3,7,1,1,1,0,0,authorization,authorization,0.0
S2,T3,8,1,1,1,0,0,authorization,authorization,0.0
S2,T3,9,1,1,1,0,0,authorization,authorization,0.0
S2,T3,10,1,1,1,0,0,authorization,authorization,0.0
S2,T3,11,1,1,1,0,0,authorization,authorization,0.0
S2,T3,12,1,1,1,0,0,authorization,authorization,0.0
S2,T3,13,1,1,1,0,0,authorization,authorization,0.0
S2,T3,14,1,1,1,0,0,authorization,authorization,0.0
S2,T3,15,1,1,1,0,0,authorization,authorization,0.0
S2,T3,16,1,1,1,0,0,authorization,authorization,0.0
S2,T3,17,1,1,1,0,0,authorization,authorization,0.0
S2,T3,18,1,1,1,0,0,authorization,authorization,0.0
S2,T3,19,1,1,1,0,0,authorization,authorization,0.0
S2,T4,0,1,1,1,0,0,authorization,authorization,0.0
S2,T4,1,1,1,1,0,0,authorization,authorization,0.0
S2,T4,2,1,1,1,0,0,authorization,authorization,0.0
S2,T4,3,1,1,1,0,0,authorization,authorization,0.0
S2,T4,4,1,1,1,0,0,authorization,authorization,0.0
S2,T4,5,1,1,1,0,0,authorization,authorization,0.0
S2,T4,6,1,1,1,0,0,authorization,authorization,0.0
S2,T4,7,1,1,1,0,0,authorization,authorization,0.0
S2,T4,8,1,1,1,0,0,authorization,authorization,0.0
S2,T4,9,1,1,1,0,0,authorization,authorization,0.0
S2,T4,10,1,1,1,0,0,authorization,authorization,0.0
S2,T4,11,1,1,1,0,0,authorization,authorization,0.0
S2,T4,12,1,1,1,0,0,authorization,authorization,0.0
S2,T4,13,1,1,1,0,0,authorization,authorization,0.0
S2,T4,14,1,1,1,0,0,authorization,authorization,0.0
S2,T4,15,1,1,1,0,0,authorization,authorization,0.0
S2,T4,16,1,1,1,0,0,authorization,authorization,0.0
S2,T4,17,1,1,1,0,0,authorization,authorization,0.0
S2,T4,18,1,1,1,0,0,authorization,authorization,0.0
S2,T4,19,1,1,1,0,0,authorization,authorization,0.0
S3,T0,0,0,0,0,,363,,,0.16666666666666666
S3,T0,1,0,0,0,,325,,,0.16666666666666666
S3,T0,2,0,0,0,,230,,,0.16666666666666666
S3,T0,3,0,0,0,,308,,,0.16666666666666666
S3,T0,4,0,0,0,,227,,,0.16666666666666666
S3,T0,5,0,0,0,,264,,,0.16666666666666666
S3,T0,6,0,0,0,,342,,,0.16666666666666666
S3,T0,7,0,0,0,,266,,,0.16666666666666666
S3,T0,8,0,0,0,,308,,,0.16666666666666666
S3,T0,9,0,0,0,,323,,,0.16666666666666666
S3,T0,10,0,0,0,,304,,,0.16666666666666666
S3,T0,11,0,0,0,,277,,,0.16666666666666666
S3,T0,12,0,0,0,,204,,,0.16666666666666666
S3,T0,13,0,0,0,,297,,,0.16666666666666666
S3,T0,14,0,0,0,,203,,,0.16666666666666666
S3,T0,15,0,0,0,,288,,,0.16666666666666666
S3,T0,16,0,0,0,,282,,,0.16666666666666666
S3,T0,17,0,0,0,,338,,,0.16666666666666666
S3,T0,18,0,0,0,,294,,,0.16666666666666666
S3,T0,19,0,0,0,,264,,,0.16666666666666666
S3,T0n,0,0,0,0,,0,,,0.16666666666666666
S3,T0n,1,0,0,0,,0,,,0.16666666666666666
S3,T0n,2,0,0,0,,0,,,0.16666666666666666
S3,T0n,3,0,0,0,,0,,,0.16666666666666666
S3,T0n,4,0,0,0,,0,,,0.16666666666666666
S3,T0n,5,0,0,0,,0,,,0.16666666666666666
S3,T0n,6,0,0,0,,0,,,0.16666666666666666
S3,T0n,7,0,0,0,,0,,,0.16666666666666666
S3,T0n,8,0,0,0,,0,,,0.16666666666666666
S3,T0n,9,0,0,0,,0,,,0.16666666666666666
S3,T0n,10,0,0,0,,0,,,0.16666666666666666
S3,T0n,11,0,0,0,,0,,,0.16666666666666666
S3,T0n,12,0,0,0,,0,,,0.16666666666666666
S3,T0n,13,0,0,0,,0,,,0.16666666666666666
S3,T0n,14,0,0,0,,0,,,0.16666666666666666
S3,T0n,15,0,0,0,,0,,,0.16666666666666666
S3,T0n,16,0,0,0,,0,,,0.16666666666666666
S3,T0n,17,0,0,0,,0,,,0.16666666666666666
S3,T0n,18,0,0,0,,0,,,0.16666666666666666
S3,T0n,19,0,0,0,,0,,,0.16666666666666666
S3,T1,0,1,1,1,0,0,policy,policy,0.0
S3,T1,1,1,1,1,0,0,policy,policy,0.0
S3,T1,2,1,1,1,0,0,policy,policy,0.0
S3,T1,3,1,1,1,0,0,policy,policy,0.0
S3,T1,4,1,1,1,0,0,policy,policy,0.0
S3,T1,5,1,1,1,0,0,policy,policy,0.0
S3,T1,6,1,1,1,0,0,policy,policy,0.0
S3,T1,7,1,1,1,0,0,policy,policy,0.0
S3,T1,8,1,1,1,0,0,policy,policy,0.0
S3,T1,9,1,1,1,0,0,policy,policy,0.0
S3,T1,10,1,1,1,0,0,policy,policy,0.0
S3,T1,11,1,1,1,0,0,policy,policy,0.0
S3,T1,12,1,1,1,0,0,policy,policy,0.0
S3,T1,13,1,1,1,0,0,policy,policy,0.0
S3,T1,14,1,1,1,0,0,policy,policy,0.0
S3,T1,15,1,1,1,0,0,policy,policy,0.0
S3,T1,16,1,1,1,0,0,policy,policy,0.0
S3,T1,17,1,1,1,0,0,policy,policy,0.0
S3,T1,18,1,1,1,0,0,policy,policy,0.0
S3,T1,19,1,1,1,0,0,policy,policy,0.0
S3,T2,0,1,1,1,0,0,policy,policy,0.0
S3,T2,1,1,1,1,0,0,policy,policy,0.0
S3,T2,2,1,1,1,0,0,policy,policy,0.0
S3,T2,3,1,1,1,0,0,policy,policy,0.0
S3,T2,4,1,1,1,0,0,policy,policy,0.0
S3,T2,5,1,1,1,0,0,policy,policy,0.0
S3,T2,6,1,1,1,0,0,policy,policy,0.0
S3,T2,7,1,1,1,0,0,policy,policy,0.0
S3,T2,8,1,1,1,0,0,policy,policy,0.0
S3,T2,9,1,1,1,0,0,policy,policy,0.0
S3,T2,10,1,1,1,0,0,policy,policy,0.0
S3,T2,11,1,1,1,0,0,policy,policy,0.0
S3,T2,12,1,1,1,0,0,policy,policy,0.0
S3,T2,13,1,1,1,0,0,policy,policy,0.0
S3,T2,14,1,1,1,0,0,policy,policy,0.0
S3,T2,15,1,1,1,0,0,policy,policy,0.0
S3,T2,16,1,1,1,0,0,policy,policy,0.0
S3,T2,17,1,1,1,0,0,policy,policy,0.0
S3,T2,18,1,1,1,0,0,policy,policy,0.0
S3,T2,19,1,1,1,0,0,policy,policy,0.0
S3,T3,0,1,1,1,0,0,policy,policy,0.0
S3,T3,1,1,1,1,0,0,policy,policy,0.0
S3,T3,2,1,1,1,0,0,policy,policy,0.0
S3,T3,3,1,1,1,0,0,policy,policy,0.0
S3,T3,4,1,1,1,0,0,policy,policy,0.0
S3,T3,5,1,1,1,0,0,policy,policy,0.0
S3,T3,6,1,1,1,0,0,policy,policy,0.0
S3,T3,7,1,1,1,0,0,policy,policy,0.0
S3,T3,8,1,1,1,0,0,policy,policy,0.0
S3,T3,9,1,1,1,0,0,policy,policy,0.0
S3,T3,10,1,1,1,0,0,policy,policy,0.0
S3,T3,11,1,1,1,0,0,policy,policy,0.0
S3,T3,12,1,1,1,0,0,policy,policy,0.0
S3,T3,13,1,1,1,0,0,policy,policy,0.0
S3,T3,14,1,1,1,0,0,policy,policy,0.0
S3,T3,15,1,1,1,0,0,policy,policy,0.0
S3,T3,16,1,1,1,0,0,policy,policy,0.0
S3,T3,17,1,1,1,0,0,policy,policy,0.0
S3,T3,18,1,1,1,0,0,policy,policy,0.0
S3,T3,19,1,1,1,0,0,policy,policy,0.0
S3,T4,0,1,1,1,0,0,policy,policy,0.0
S3,T4,1,1,1,1,0,0,policy,policy,0.0
S3,T4,2,1,1,1,0,0,policy,policy,0.0
S3,T4,3,1,1,1,0,0,policy,policy,0.0
S3,T4,4,1,1,1,0,0,policy,policy,0.0
S3,T4,5,1,1,1,0,0,policy,policy,0.0
S3,T4,6,1,1,1,0,0,policy,policy,0.0
S3,T4,7,1,1,1,0,0,policy,policy,0.0
S3,T4,8,1,1,1,0,0,policy,policy,0.0
S3,T4,9,1,1,1,0,0,policy,policy,0.0
S3,T4,10,1,1,1,0,0,policy,policy,0.0
S3,T4,11,1,1,1,0,0,policy,policy,0.0
S3,T4,12,1,1,1,0,0,policy,policy,0.0
S3,T4,13,1,1,1,0,0,policy,policy,0.0
S3,T4,14,1,1,1,0,0,policy,policy,0.0
S3,T4,15,1,1,1,0,0,policy,policy,0.0
S3,T4,16,1,1,1,0,0,policy,policy,0.0
S3,T4,17,1,1,1,0,0,policy,policy,0.0
S3,T4,18,1,1,1,0,0,policy,policy,0.0
S3,T4,19,1,1,1,0,0,policy,policy,0.0
S4,T0,0,0,0,0,,363,,,0.16666666666666666
S4,T0,1,0,0,0,,325,,,0.16666666666666666
S4,T0,2,0,0,0,,230,,,0.16666666666666666
S4,T0,3,0,0,0,,308,,,0.16666666666666666
S4,T0,4,0,0,0,,227,,,0.16666666666666666
S4,T0,5,0,0,0,,264,,,0.16666666666666666
S4,T0,6,0,0,0,,342,,,0.16666666666666666
S4,T0,7,0,0,0,,266,,,0.16666666666666666
S4,T0,8,0,0,0,,308,,,0.16666666666666666
S4,T0,9,0,0,0,,323,,,0.16666666666666666
S4,T0,10,0,0,0,,304,,,0.16666666666666666
S4,T0,11,0,0,0,,277,,,0.16666666666666666
S4,T0,12,0,0,0,,204,,,0.16666666666666666
S4,T0,13,0,0,0,,297,,,0.16666666666666666
S4,T0,14,0,0,0,,203,,,0.16666666666666666
S4,T0,15,0,0,0,,288,,,0.16666666666666666
S4,T0,16,0,0,0,,282,,,0.16666666666666666
S4,T0,17,0,0,0,,338,,,0.16666666666666666
S4,T0,18,0,0,0,,294,,,0.16666666666666666
S4,T0,19,0,0,0,,264,,,0.16666666666666666
S4,T0n,0,0,0,0,,0,,,0.16666666666666666
S4,T0n,1,0,0,0,,0,,,0.16666666666666666
